Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"4 BHK 2943 Sq-ft Flat/Apartment  For Rent in Vivan Cloud 9,",₹1.0 Lac,"Nehru Nagar, Ahmedabad",4.0,4.0,,Immediately,Furnished,"₹1 Lac|₹8,000Monthly Maintenance","Nehru Nagar Ambawadi, Ahmedabad, Nehru Nagar, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2943-Sq-ft-Multistorey-Apartment-FOR-Rent-Nehru-Nagar-in-Ahmedabad&id=4d423832383530343531,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,Vivan Cloud 9,1(Out of 1 Floors),East,3.0,,₹2.0 Lac,nehrunagar,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden","Garden/Park, Pool, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 1.65 Cr - ₹ 3.15 Cr,Vivan Infrastructure and Addor Group,"Puja Room, Study, Store","Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Premium branded fittings,Earth quake resistant,Mini Cinema Theatre,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 7,800 - ₹ 9,022",4 BHK Flats,"6 Towers , 322 Units",1.0,1.0,2.0,3.0,,,,,,,,,,,,,,
3 BHK Flat 1950 Sq-ft For Rent in,"₹50,000","Thaltej, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹50,000|₹4,500Monthly Maintenance","2nd floor thaltej shilaj road, Thaltej, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1950-Sq-ft-Multistorey-Apartment-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423832303032303933,2.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,2(Out of 5 Floors),East,1.0,5 to 10 years,₹1.0 Lac,thaltej shilaj overbridge,Vitrified,Main Road,5 to 10 years,24 Hours Available,No/Rare Powercut,,,"Puja Room, Store",,,,,,1.0,1.0,,1 Covered,,,,,,,,,,,,,
"2 BHK Flat 1000 Sq-ft For Rent in Bhavani Aaditya Heights,","₹25,000","Aaditya heights near soppan palladium subhash bridge circle ahmedabad, Ahmedabad",2.0,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Furnished,"₹25,000","Vatva, Ahmedabad, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Ahmedabad&id=4d423832333131333037,,,Bhavani Aaditya Heights,6(Out of 7 Floors),,,,,,,,,,,₹ 17.4 Lac - ₹ 21.5 Lac,,,,,,,,,,,,,,,", 34 Units",,,,,,,,,
2 BHK Flat 133 Sq-yrd For Rent in,"₹25,000","Paldi, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹25,000","NID cross road paldi, Paldi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-133-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343938323637,,108sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹231/sqyrd,,1(Out of 4 Floors),East,1.0,10 to 15 years,"₹50, 000",near Pushkar 2 paldi,Marble,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,,,Store,,,,,1.0,,1.0,,1 Covered,,,,,,,,,,,,,
2 BHK Flat 122 Sq-yrd For Rent in,"₹16,000","Paldi, Ahmedabad",2.0,2.0,,Immediately,Unfurnished,"₹16,000","new vasna, Paldi, Ahmedabad - Central, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-122-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343938333939,,95sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹168/sqyrd,,3(Out of 7 Floors),East,,,"₹32, 000",nearby Suzuki Maruti showroom vasna,,"Garden/Park, Main Road",,,,,,Store,,,,,1.0,,,,,,,,,,,,,,,,,
"2 BHK Flat 1000 Sq-ft For Rent in Gala Celestia,","₹28,000","Vaishnodevi Circle, Ahmedabad",2.0,2.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Immediately,Furnished,"₹28,000","c 701, Vaishnodevi Circle, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423833353037383133,2.0,,Gala Celestia,7(Out of 12 Floors),East,,5 to 10 years,,,Ceramic Tiles,"Garden/Park, Main Road",5 to 10 years,,,₹ 26.6 Lac - ₹ 74.0 Lac,Gala Group,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Games Room,Flower Gardens,Bank & ATM,CCTV Camera,Multipurpose Hall,Jogging and Strolling Track,Piped Gas,Banquet Hall,RO Water System,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"6 Towers , 265 Units",,,,,,,,,,,,,,,,,,
"4 BHK  445 Sq-yrd For Rent in Arcus Ville,",₹2.5 Lac,"Shela, Ahmedabad",4.0,4.0,,Immediately,Furnished,"₹2.5 Lac|₹7,000Monthly Maintenance","Shela, Ahmedabad, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-445-Sq-yrd-Villa-FOR-Rent-Shela-in-Ahmedabad&id=4d423833353937353031,,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹625/sqft,,,East,,Less than 5 years,₹5.0 Lac,Sky city.,Vitrified,"Garden/Park, Pool, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 6.0 Cr Onwards,,"Puja Room, Store, Servant Room",,,4 BHK Villas,,1.0,2.0,3.0,,3 Covered,,,,", 132 Units",,,,,,,,,
3 BHK Flat 225 Sq-yrd For Rent in,"₹42,000","Paldi, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹42,000","dharnidhar brts  bus stand paldi, Paldi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-225-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343938303233,,175sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹240/sqyrd,,3(Out of 7 Floors),East,1.0,10 to 15 years,"₹84, 000",dharnidharJain derasar,Marble,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,,,"Puja Room, Study, Store, Servant Room",,,,,1.0,,1.0,,1 Covered,,,,,,,,,,,,,
"3 BHK 1440 Sq-ft Flat/Apartment  For Rent in Sachet Allure,","₹30,000","Kameshwar Vihar Satellite, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹30,000|₹2,500Monthly Maintenance","Satellite, Ahmedabad, Kameshwar Vihar Satellite, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Rent-Kameshwar-Vihar-Satellite-in-Ahmedabad&id=4d423833353936373137,,874sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,Sachet Allure,9(Out of 10 Floors),North,2.0,,"₹60, 000",Jodhpur,Ceramic Tiles,,10 to 15 years,24 Hours Available,No/Rare Powercut,₹ 1.60 Cr - ₹ 2.54 Cr,Vishwa infrastructure,"Puja Room, Store","Fire Fighting Equipment,Kids Play Area,Kids Club,Indoor Games Room,Flower Gardens,Early Learning Centre,Jogging and Strolling Track,Intercom Facility,Visitor Parking,Air Conditioned,Vaastu Compliant,Security,Reserved Parking,Park,Club House,Lift,Power Back Up",,3 BHK Flat,"1 Tower , 48 Units",1.0,10.0,,2.0,,,,,,,,,,,,,,
"2 BHK 900 Sq-ft Flat/Apartment  For Rent in Shubhdarshan Apartment,","₹23,500","Jodhpur Village, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹23,500","Jodhpur Village, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Jodhpur-Village-in-Ahmedabad&id=4d423830393037383531,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,Shubhdarshan Apartment,4(Out of 9 Floors),,,15 to 20 years,"₹47, 000",,,,15 to 20 years,,,₹ 1.75 Cr - ₹ 2.06 Cr,,,,,,,,,,,,,,2 Towers,,,,,,,,,,
"2 BHK 571 Sq-ft Flat/Apartment  For Rent in Godrej Vananta,","₹17,500","Gota, Ahmedabad",2.0,2.0,,Immediately,Unfurnished,"₹17,500","Sarkhej Gandhinagar Highway, Ahmedabad, Gota, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-571-Sq-ft-Multistorey-Apartment-FOR-Rent-Gota-in-Ahmedabad&id=4d423734363531333531,,65sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹269/sqyrd,Godrej Vananta,7(Out of 14 Floors),East,4.0,,"₹28, 000",Jagatpur roda  ahmadabad.,"Granite, Vitrified","Garden/Park, Pool, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 28.5 Lac - ₹ 53.7 Lac,Godrej Properties,Study,"Sand pit,Fire Fighting Equipment,Indoor Games Room,Kids play area,Multipurpose Hall,Visitor Parking,Water Storage,Security,Gymnasium",,2 BHK Flat,"1 Tower , 469 Units",1.0,,1.0,4.0,,,,,,,,,,,,,,
"3 BHK 1460 Sq-ft Flat/Apartment  For Rent in Shivana Aurum,","₹36,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹36,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423832353938353337,,760sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Shivana Aurum,5(Out of 14 Floors),East,2.0,,"₹72, 000","Near, safal parisar road",Ceramic Tiles,Garden/Park,Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 68.0 Lac Onwards,SK Shivana Infra LLP,Store,,,3 BHK Flats,,1.0,14.0,1.0,2.0,,,,,,,,,,,,,,
3 BHK 1470 Sq-ft Flat/Apartment  For Rent in,"₹25,000","Shela, Ahmedabad",3.0,3.0,1470sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,Immediately,Semi-Furnished,"₹25,000","Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1470-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423830393036303737,3.0,,,6(Out of 14 Floors),,,New Construction,,,,,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2300 Sq-ft Flat/Apartment  For Rent in Indraprasth Greens,","₹65,000","Shyamal, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹65,000|₹6,000Monthly Maintenance","Satellite, Ahmedabad, Shyamal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Rent-Shyamal-in-Ahmedabad&id=4d423832383530363831,,1750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,Indraprasth Greens,3(Out of 11 Floors),East,2.0,,₹1.4 Lac,shyamal,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden","Garden/Park, Pool, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 1.84 Cr - ₹ 2.39 Cr,Deep Group of Companies,"Puja Room, Study, Store","Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Games Room,Flower Gardens,Mini Cinema Theatre,Gymnasium",,3 BHK Flat,"10 Towers , 280 Units",1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
"4 BHK 3078 Sq-ft Flat/Apartment  For Rent in Aaryan Aaryavart Heights,",₹1.3 Lac,"Block B Suryapooja, Ahmedabad",4.0,4.0,,Immediately,Furnished,"₹1.3 Lac|₹8,500Monthly Maintenance","Satellite, Ahmedabad, Block B Suryapooja, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3078-Sq-ft-Multistorey-Apartment-FOR-Rent-Block-B-Suryapooja-in-Ahmedabad&id=4d423832383530363433,2.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹69/sqft,Aaryan Aaryavart Heights,5(Out of 13 Floors),East,2.0,,₹2.5 Lac,The Property is situated at very prime location,"Granite, Mosaic","Garden/Park, Pool",New Construction,24 Hours Available,No/Rare Powercut,₹ 2.65 Cr - ₹ 3.20 Cr,,"Puja Room, Study, Store, Servant Room",,"₹ 7,162 - ₹ 8,649",4 BHK Flats,,,1.0,1.0,2.0,"1 Covered, 1 Open",,,,", 100 Units",,,,,,,,,
2 BHK Flat 155 Sq-yrd For Rent in,"₹18,000","Paldi, Ahmedabad",2.0,2.0,,Immediately,Unfurnished,"₹18,000|₹2,000Monthly Maintenance","Anjali cross road brts bus stand, Paldi, Ahmedabad - Central, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-155-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343938333633,,120sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹150/sqyrd,,3(Out of 13 Floors),East,,,"₹36, 000",Reliance Mall Bhatta paldi,,"Garden/Park, Main Road",,,,,,Store,,,,,1.0,,,,,,,,,,,,,,,,,
"4 BHK  517 Sq-yrd For Rent in Shaligram 3,",₹2.8 Lac,"Thaltej, Ahmedabad",4.0,3.0,517sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹60/sqft,Immediately,Furnished,"₹2.8 Lac|₹12,000Monthly Maintenance","Thaltej, Ahmedabad, Thaltej, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-517-Sq-yrd-Residential-House-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423832383530343139,2.0,,,,East,,New Construction,₹5.6 Lac,The Property is situated at very prime location,"Granite, Vitrified","Garden/Park, Pool",New Construction,24 Hours Available,No/Rare Powercut,₹ 2.64 Cr - ₹ 3.17 Cr,,"Puja Room, Study, Store, Servant Room","Kids Play Area,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking",,,,,2.0,1.0,,"1 Covered, 1 Open",,,,", 16 Units",,,,,,,,,
3 BHK Flat 1700 Sq-ft For Rent in,"₹30,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹30,000|₹2,000Monthly Maintenance","1, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833303337393135,,765sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,11(Out of 14 Floors),East,2.0,Less than 5 years,"₹60, 000",THE APARTMENT IS VERY CLOSE TO S.K FARM.,"Ceramic Tiles, Granite, Marble, Vitrified",Garden/Park,Less than 5 years,24 Hours Available,No/Rare Powercut,,,Servant Room,,,,,1.0,1.0,2.0,2.0,2 Covered,,,,,,,,,,,,,
"2 BHK Flat 900 Sq-ft For Rent in Pavan Putra Pancham Pentagon,","₹25,000","Chandkheda, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹25,000|₹1,800Monthly Maintenance","Chandkheda, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandkheda-in-Ahmedabad&id=4d423736303337303833,3.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Pavan Putra Pancham Pentagon,9(Out of 10 Floors),,,,"₹50, 000",,,,,,,₹ 59.7 Lac - ₹ 72.0 Lac,,,,,,,,1.0,,,,,,,,,,,,,,,,
"3 BHK 1385 Sq-ft Flat/Apartment  For Rent in HN Orchid Divine,","₹40,000","South Bopal, Ahmedabad",3.0,3.0,1385sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Immediately,Furnished,"₹40,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1385-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423832383530343233,2.0,,HN Orchid Divine,4(Out of 12 Floors),,,Less than 5 years,,,,,Less than 5 years,,,₹ 75.1 Lac - ₹ 77.3 Lac,HN Safal,,"Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Kids Play Area,Indoor Squash & Badminton Courts,Flower Gardens,Event Space & Amphitheatre,Waste Disposal,Maintenance Staff,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 5,106 - ₹ 6,028",3 BHK Flats,"2 Towers , 250 Units",,12.0,,,,,,,,,,,,,,,,
"2 BHK 140 Sq-yrd Flat/Apartment  For Rent in Shree Pushkar 1,","₹25,000","Paldi, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹25,000","Vishva kul char rasta paldi, Paldi, Ahmedabad - Central, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-140-Sq-yrd-Multistorey-Apartment-FOR-Rent-Paldi-in-Ahmedabad&id=4d423639343937393537,2.0,110sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹227/sqyrd,Shree Pushkar 1,2(Out of 4 Floors),North - East,1.0,,"₹50, 000",fast food hub,Marble,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,₹ 90.6 Lac - ₹ 1.22 Cr,,"Store, Servant Room",,,,,,,1.0,,1 Covered,,,,,,,,,,,,,
"4 BHK  300 Sq-yrd For Rent in Shrinivas Super City Phase 2 Honour,","₹50,000","Bhadaj, Ahmedabad",4.0,5.0,,Immediately,Semi-Furnished,"₹50,000|₹100Monthly Maintenance","Supar City Honour Villa Banglow Near Science City Cross Road Bhadaj, Bhadaj, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-300-Sq-yrd-Villa-FOR-Rent-Bhadaj-in-Ahmedabad&id=4d423739303738313833,2.0,240sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹208/sqyrd,,,North - East,,New Construction,"₹80, 000",Near Science City Cross Road Bhadaj Ahemdabad,Ceramic Tiles,"Garden/Park, Pool, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 1.03 Cr - ₹ 1.29 Cr,,"Puja Room, Study, Store","Provision for power backup,Community Hall,Half basketball court,Cycling & Jogging Track,Kids play area,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift",,,"1 Tower , 134 Units",,,2.0,,"2 Covered, 2 Open",,,,,,,,,,,,,
"4 BHK 2810 Sq-ft Flat/Apartment  For Rent in Swati Crimson,","₹75,000","Anand Nagar Thaltej, Ahmedabad",4.0,4.0,,Immediately,Semi-Furnished,"₹75,000|₹5,000Monthly Maintenance","Thaltej, Ahmedabad, Anand Nagar Thaltej, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-2810-Sq-ft-Multistorey-Apartment-FOR-Rent-Anand-Nagar-Thaltej-in-Ahmedabad&id=4d423833353937303937,2.0,1686sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,Swati Crimson,11(Out of 14 Floors),East,2.0,,₹1.5 Lac,Thaltej Shilaj Road,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic","Garden/Park, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 2.79 Cr - ₹ 3.68 Cr,Swati Procon,"Puja Room, Store","Indoor Squash & Badminton Courts,CCTV Camera,3 Tier Security System,Banquet Hall,DTH Television Facility,Maintenance Staff,Air Conditioned,Service/Goods Lift,Security,Reserved Parking,Gymnasium,Swimming Pool,Lift,Power Back Up",,4 BHK Flats,"3 Towers , 120 Units",,14.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK Flat 1700 Sq-ft For Rent in Gala Gardenia,","₹32,000","South Bopal, Ahmedabad",3.0,2.0,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Semi-Furnished,"₹32,000","South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833333032303035,,,Gala Gardenia,1(Out of 12 Floors),,,,,,,,,,,₹ 1.17 Cr - ₹ 1.40 Cr,Gala Group,,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Library And Business Centre,Kids Play Area,Indoor Games Room,Flower Gardens,Jogging and Strolling Track,Piped Gas,Maintenance Staff,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 5,639 - ₹ 6,863",3 BHK Flats,"4 Towers , 96 Units",,,,,,,,,,,,,,,,,,
"1 BHK 693 Sq-ft Flat/Apartment  For Rent in Swaminarayan Park 4,","₹13,000","Vasna, Ahmedabad",,2.0,693sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,Immediately,Unfurnished,"₹13,000","Vasna, Ahmedabad - South, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-693-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasna-in-Ahmedabad&id=4d423830393033383637,,,Swaminarayan Park 4,7(Out of 7 Floors),,,New Construction,"₹26, 000",,,"Garden/Park, Pool, Main Road",New Construction,,,₹ 30.0 Lac - ₹ 33.0 Lac,Dharmadev Infrastructure Ltd.,"Puja Room, Study, Store, Servant Room","Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Games Room,Early Learning Centre,Canopy Walk,AEROBICS ROOM,Jogging and Strolling Track,DTH Television Facility,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Lift,Power Back Up","₹ 4,329 - ₹ 4,762",1 BHK Flats,"9 Towers , 244 Units",1.0,,,,,,1.0,,,,,,,,,,,
2 BHK 1000 Sq-ft Flat/Apartment  For Rent in,"₹12,000","Keshav Nagar, Ahmedabad",2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,Immediately,Furnished,"₹12,000","Keshav Nagar, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Keshav-Nagar-in-Ahmedabad&id=4d423535383535303633,,,,2(Out of 2 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
"3 BHK 1764 Sq-ft Flat/Apartment  For Rent in Keshar Kadam,","₹37,000","Thaltej, Ahmedabad",3.0,3.0,1764sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Immediately,Semi-Furnished,"₹37,000","Near Zaydus hospital Road Thaltej, Thaltej, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1764-Sq-ft-Multistorey-Apartment-FOR-Rent-Thaltej-in-Ahmedabad&id=4d423833363834343933,,,Keshar Kadam,10(Out of 14 Floors),East,,New Construction,"₹74, 000",Near Zaydus hospital Road Thaltej,,"Garden/Park, Main Road",New Construction,,,₹ 1.15 Cr Onwards,Keshar Developers,"Puja Room, Store, Study","Fire Fighting Equipment,Meditation Area,Indoor Games Room,Kids play area,Grand Entrance lobby,Jogging and Strolling Track,Reserved Parking,Gymnasium","₹ 6,519 - ₹ 6,859",3 BHK Flats,"3 Towers , 147 Units",1.0,,,,,,,,,,,,,,,,,
