Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
3 BHK Residential House  For Rent,"₹35,000","Banashankari, Bangalore",3.0,3.0,,1450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,1(Out of 3 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹35,000","Banashankari, Bangalore - South, Karnataka",Near Muneshwara block bus depot,Semi-Furnished,Granite,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Residential-House-FOR-Rent-Banashankari-in-Bangalore&id=4d423739393730313035,,₹3.0 Lac,,,"Puja Room, Store",,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
"1 BHK Flat 630 Sq-ft For Rent in Prestige Park View,","₹14,000","Whitefield, Bangalore",,,1.0,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Prestige Estates Projects Ltd.,Prestige Park View,5(Out of 16 Floors),Immediately,East,Furnished,Less than 5 years,"₹14,000|₹2,000Monthly Maintenance","Whitfield, Whitefield, Bangalore - East, Karnataka",Whitfield,Furnished,,"Pool, Garden/Park, Main Road",Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Kids play area,Entry Exit Gate,CCTV Camera,Solar Energy,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.68 Cr - ₹ 3.19 Cr,"₹ 6,759 - ₹ 17,301",3 BHK Flats,"4 Towers , 376 Units",https://www.magicbricks.com/propertyDetails/1-BHK-630-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423833333936343333,,"₹28, 000",,,"Puja Room, Store, Study, Servant Room",,,,,,1.0,1.0,,,,,,,,,,,,,,,
2 BHK Builder Floor 600 Sq-ft For Rent in,"₹22,000","Sector 3 HSR Layout, Bangalore",2.0,,,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,,,Ground(Out of 5 Floors),Immediately,North,Semi-Furnished,5 to 10 years,"₹22,000","House No 913, 24Th C Cross road, 3rd Sector HSR layout, Bangalore, Sector 3 HSR Layout, Bangalore - South, Karnataka",Twin park,Semi-Furnished,Mosaic,Main Road,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-HSR-Layout-Sector-3-in-Bangalore&id=4d423632383931383733,,₹1.0 Lac,,,,,,24 Hours Available,No/Rare Powercut,,,1.0,,,,,,,,,,,,,,,
"3 BHK Flat 1713 Sq-ft For Rent in Habitat Aura,","₹65,000","Bannerghatta Road, Bangalore",3.0,2.0,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,Habitat Ventures Pvt. Ltd.,Habitat Aura,16(Out of 18 Floors),Immediately,East,Unfurnished,New Construction,"₹65,000|₹8,500Monthly Maintenance","Bannerghatta Main Road, Bannerghatta Road, Bangalore - South, Karnataka",METRO station within walkable distance,Unfurnished,,Garden/Park,New Construction,"Cricket net practice,Volleyball court,Indoor Games Room,AEROBICS ROOM,Library,Kids play area,Solar Energy,Multipurpose Hall,Infinity Swimming Pool,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift",₹ 1.75 Cr - ₹ 3.55 Cr,,3 BHK Flats,"2 Towers , 206 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1713-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423739393736373731,,₹5.5 Lac,2.0,,"Study, Store",,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1600 Sq-ft For Rent in Shriram Blue,","₹60,000","Whitefield, Bangalore",3.0,2.0,,,Shriram Properties,Shriram Blue,1(Out of 10 Floors),Immediately,,Semi-Furnished,Under Construction,"₹60,000","Sy No.123, Medahalli Kadugodi Rd, Sonnenahalli Colony, Krishnarajapura, Bengaluru, Karnataka, Whitefield, Bangalore - East, Karnataka",,Semi-Furnished,,,Under Construction,"Event Space & Amphitheatre,Barbeque Pit,Kids play area,Barbeque space,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Waste Disposal,Maintenance Staff,Intercom Facility,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 68.4 Lac - ₹ 2.28 Cr,"₹ 8,485 - ₹ 9,394",3 BHK Flats,"11 Towers , 471 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423734323336333737,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1305 Sq-ft For Rent in Mantri Webcity,","₹42,000","Hennur Main Road, Bangalore",3.0,2.0,1.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Mantri Developers Pvt. Ltd.,Mantri Webcity,4(Out of 13 Floors),Immediately,South,Semi-Furnished,,"₹42,000|₹4,700Monthly Maintenance","A407, Mantri Webicity Parcel 1, Hennur Main Road, Bangalore - North, Karnataka",Beside XLR8 Indoor StadiumSome of the best schools and hospitals,Semi-Furnished,"Vitrified, Ceramic Tiles",Garden/Park,Less than 5 years,"Kids Splash Pool,Provision for power backup,Community Hall,Lawn with pathway,Aesthetically designed landscape garden,Community entrance gate,Cricket net practice,Half basketball court,Volleyball court,Water treatment plant,Sewage treatment plant,Fire Fighting Equipment,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,Cycling track,Curated Garden,Shopping center,Library,Kids play area,Private Garden,Pet park,Art center,Barbeque space,Water Front,Town House,Fireplace,Wheelchair Accessibility,Tea/Coffee,Entry Exit Gate,CCTV Camera,Guest lobby in each floor,Horticulture,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,3 Tier Security System,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Earth quake resistant,High Ceiling,Skydeck,Pool with temperature control,Golf Course,Garden View,House help accommodation,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 98.3 Lac - ₹ 1.80 Cr,"₹ 8,400 - ₹ 8,997","2, 3 BHK Flats","22 Towers , 2200 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Rent-Hennur-Main-Road-in-Bangalore&id=4d423533383730363031,,₹2.0 Lac,,1.0,,2.0,1 Covered,24 Hours Available,No/Rare Powercut,,,,2.0,,,,,,,,,,,,,,
1 BHK Builder Floor 600 Sq-ft For Rent in,"₹16,000","Borewell Road, Bangalore",,,1.0,,,,1(Out of 4 Floors),Immediately,East,Semi-Furnished,New Construction,"₹16,000","Borewell Road, whitefield, Borewell Road, Bangalore - East, Karnataka",,Semi-Furnished,Vitrified,Main Road,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Borewell-Road-in-Bangalore&id=4d423334363234343031,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,,,,,1.0,,24 Hours Available,No/Rare Powercut,,1.0,1.0,,,,,,,,,,,,,,,
5 BHK Residential House  For Rent,₹1.5 Lac,"Binnamangala Stage 1 Indiranagar, Bangalore",5.0,5.0,,4000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,Ground(Out of 3 Floors),Immediately,,Furnished,10 to 15 years,₹1.5 Lac,"102, 10th cross, Binnamangala Stage 1 Indiranagar, Bangalore - East, Karnataka",walking distance from Indiranagar BDA Complex and Indiranagar metro station.,Furnished,"Marble, Granite",,10 to 15 years,,,,,,https://www.magicbricks.com/propertyDetails/5-BHK-5000-Sq-ft-Residential-House-FOR-Rent-Binnamangala-Stage-1-Indiranagar-in-Bangalore&id=4d423738383831303633,,,3.0,,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1140 Sq-ft For Rent in DS Max Sprinkles,","₹24,000","Sarjapur Road, Bangalore",2.0,2.0,1.0,,DS MAX Properties Pvt Ltd,DS Max Sprinkles,Ground(Out of 4 Floors),Immediately,East,Semi-Furnished,,"₹24,000|₹3,300Monthly Maintenance","Sarjapur Road, Sarjapur Road, Bangalore - South, Karnataka",,Semi-Furnished,,"Garden/Park, Pool",,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Games Room,Flower Gardens,Arts & Craft Studio,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 53.8 Lac - ₹ 82.0 Lac,,3 BHK Flats,"5 Towers , 300 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423832323634353033,1140sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,₹1.0 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹5,000","Bilekahalli, Bangalore",,,,,,,3(Out of 4 Floors),Immediately,,Unfurnished,,"₹5,000","Bilekahalli, Bangalore - South, Karnataka",,Unfurnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Residential-House-FOR-Rent-Bilekahalli-in-Bangalore&id=4d423637343233353033,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
3 BHK Builder Floor 1900 Sq-ft For Rent in,"₹75,000","Koramangala, Bangalore",3.0,3.0,,,,,1(Out of 3 Floors),Immediately,,Semi-Furnished,,"₹75,000","Koramangala, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Koramangala-in-Bangalore&id=4d423638393038313535,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
9 BHK Residential House  For Rent,₹1.0 Lac,Kanshiram Nagar,9.0,7.0,,,,,,Immediately,,Semi-Furnished,Less than 5 years,"₹1 Lac|₹5,000Monthly Maintenance","Surabhi Building 37 1st Cross Sadguru layout  Kashiram Nagar Vidyaranyapura Post Bangalore, Kanshiram Nagar, Bangalore - North, Karnataka",,Semi-Furnished,,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/9-BHK-4600-Sq-ft-Residential-House-FOR-Rent-in-Bangalore&id=4d423731393931323637,4600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,₹10.0 Lac,3.0,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK 2450 Sq-ft Flat/Apartment  For Rent in NHDPL Nitesh Caesars Palace,","₹65,000","Kanakapura Road, Bangalore",4.0,4.0,,,NHDPL South Private Limited,NHDPL Nitesh Caesars Palace,14(Out of 17 Floors),Immediately,East,Semi-Furnished,,"₹65,000|₹9,500Monthly Maintenance","Raghuvanahalli, Kanakapura main road, Kanakapura Road, Bangalore - South, Karnataka","Near Falcon mall, kanakapura main road",Semi-Furnished,Vitrified,Garden/Park,Less than 5 years,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Concierge Services,Bank & ATM,Barbeque Pit,AEROBICS ROOM,CCTV Camera,Multipurpose Hall,Earth quake resistant,Cafeteria/Food Court,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Vaastu Compliant,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.01 Cr - ₹ 1.34 Cr,,"2, 3, 4 BHK Flat",,https://www.magicbricks.com/propertyDetails/4-BHK-2450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanakapura-Road-in-Bangalore&id=4d423833343931313037,2450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,₹3.0 Lac,3.0,2.0,Puja Room,2.0,2 Covered,24 Hours Available,No/Rare Powercut,,,,2.0,", 241 Units",,,,,,,,,,,,,
"3 BHK 1600 Sq-ft Flat/Apartment  For Rent in Vars Bellavista,","₹50,000","Rustam Bagh Layout, Bangalore",3.0,2.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,,Vars Bellavista,2(Out of 5 Floors),Immediately,North - East,Semi-Furnished,10 to 15 years,"₹50,000","3rd Cross Rd, Rustam Bagh Layout, Bangalore, Karnataka, Rustam Bagh Layout, Bangalore - Central, Karnataka",old airport rd near manipal hospital and close to leela palace hotel,Semi-Furnished,Vitrified,,10 to 15 years,,₹ 1.31 Cr - ₹ 1.63 Cr,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Rustam-Bagh-Layout-in-Bangalore&id=4d423833313437373033,,₹3.0 Lac,2.0,1.0,None of these,1.0,1 Covered,24 Hours Available,No/Rare Powercut,6.0,,,,,,,,,,,,,,,,,
3 BHK 1600 Sq-ft Flat/Apartment  For Rent in,"₹45,000","Whitefield, Bangalore",3.0,3.0,,,,,1(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹45,000","Whitefield, Bangalore - East, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423833313437373133,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
5 BHK Residential House  For Rent,"₹25,000",Ananth Nagar,5.0,3.0,,,,,,Immediately,,Semi-Furnished,,"₹25,000","Ananth Nagar Phase 2, Ananth Nagar, Bangalore - South, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/5-BHK-2400-Sq-ft-Residential-House-FOR-Rent-Ananth-Nagar-in-Bangalore&id=4d423632383836373635,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹45,000","AECS Layout-Singasandra, Bangalore",3.0,3.0,,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,,Immediately,,Semi-Furnished,5 to 10 years,"₹45,000","AECS Layout-Singasandra, Bangalore - South, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Rent-AECS-Layout-Singasandra-in-Bangalore&id=4d423833323830313835,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹26,000","Coffee Board layout, Bangalore",2.0,2.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,Immediately,East,Semi-Furnished,5 to 10 years,"₹26,000","672, 1st main, coffee board layout kempapura hebbal Bangalore 24, Coffee Board layout, Bangalore - North, Karnataka",,Semi-Furnished,,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Coffee-Board-layout-in-Bangalore&id=4d423833313437353437,,₹1.0 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2023 Sq-ft Flat/Apartment  For Rent in Prestige Park View,","₹85,000","Whitefield, Bangalore",3.0,3.0,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹61/sqft,Prestige Estates Projects Ltd.,Prestige Park View,10(Out of 19 Floors),Immediately,North,Semi-Furnished,,"₹85,000|₹10,000Monthly Maintenance","ITPL Main Rd Kadugodi Colony, Kadugodi, Bangalore East, Bangalore, Whitefield, Bangalore - East, Karnataka",,Semi-Furnished,Vitrified,,5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Kids play area,Entry Exit Gate,CCTV Camera,Solar Energy,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.68 Cr - ₹ 3.19 Cr,"₹ 6,759 - ₹ 17,301",3 BHK Flats,"4 Towers , 376 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2023-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423832383037393135,,₹5.1 Lac,2.0,1.0,"Study, Servant Room",2.0,,24 Hours Available,No/Rare Powercut,1.0,,,2.0,,,,,,,,,,,,,,
"2 BHK Flat 1000 Sq-ft For Rent in RRL Nature Wood,","₹22,000","Sarjapur, Bangalore",2.0,2.0,1.0,,RRL BUILDERS AND DEVELOPERS PVT LTD,RRL Nature Wood,4(Out of 7 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹22,000|₹3,500Monthly Maintenance","Sarjapur, Bangalore - South, Karnataka",,Semi-Furnished,,,Less than 5 years,"Badminton court,Volleyball court,Multipurpose Courts,Meditation Area,Kids play area,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 31.1 Lac - ₹ 63.5 Lac,,"1, 2, 3 BHK Flat","1 Tower , 140 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-in-Bangalore&id=4d423832383037383731,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,"₹66, 000",,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Flat 1650 Sq-ft For Rent in,"₹52,000","Bannerghatta Road, Bangalore",3.0,3.0,,,,,2(Out of 11 Floors),Immediately,West,Semi-Furnished,5 to 10 years,"₹52,000","Bannerghatta Road, Bangalore - South, Karnataka","Meenakshi Mall, Christe College,",Semi-Furnished,"Granite, Marble, Vitrified",Main Road,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Rent-Bannerghatta-Main-Road-in-Bangalore&id=4d423832353530333531,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,₹2.0 Lac,2.0,1.0,"Puja Room, Store",1.0,1 Covered,24 Hours Available,No/Rare Powercut,11.0,,,,,,,,,,,,,,,,,
2 BHK 600 Sq-ft Flat/Apartment  For Rent in,"₹24,000","Kasturi Nagar, Bangalore",2.0,2.0,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,,,2(Out of 3 Floors),Immediately,,Semi-Furnished,New Construction,"₹24,000","10 8th cross b channsanadra, Kasturi Nagar, Bangalore - Central, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Kasturi-Nagar-in-Bangalore&id=4d423832383037393435,,"₹80, 000",,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  2750 Sq-ft For Rent in Independent House,","₹45,000","Kasturi Nagar, Bangalore",4.0,4.0,1.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,,Immediately,North - East,Semi-Furnished,10 to 15 years,"₹45,000","43-44, Gods Gift, P n T colony, 5th H - Cross, Near Navanita Nursing College, Horamavu Main Road, Kasturi Nagar, Bangalore - Central, Karnataka",Next to Chaitanya techno school,Semi-Furnished,Ceramic Tiles,,10 to 15 years,,₹ 1.17 Cr - ₹ 1.32 Cr,,,,https://www.magicbricks.com/propertyDetails/4-BHK-2750-Sq-ft-Residential-House-FOR-Rent-Kasturi-Nagar-in-Bangalore&id=4d423731393931353931,,₹3.0 Lac,,,None of these,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹10,000","Ittamadu, Bangalore",,,1.0,,,,,Immediately,North,Unfurnished,5 to 10 years,"₹10,000","SHASHANK NILAYA, Ittamadu, Bangalore - South, Karnataka",,Unfurnished,Mosaic,,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Rent-Ittamadu-in-Bangalore&id=4d423334363137383333,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,₹1.0 Lac,,,,,,24 Hours Available,,,1.0,1.0,,,,,,,,,,,,,,,
2 BHK Flat 1000 Sq-ft For Rent in,"₹23,900","Sathya Sai Layout, Bangalore",2.0,2.0,1.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,,3(Out of 5 Floors),Immediately,North,Semi-Furnished,Less than 5 years,"₹23,900|₹3,000Monthly Maintenance","Sathya Sai Layout, Bangalore - East, Karnataka",Near sai layout,Semi-Furnished,Vitrified,Main Road,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sathya-Sai-Layout-in-Bangalore&id=4d423833343931323635,,₹1.0 Lac,,,None of these,1.0,,24 Hours Available,No/Rare Powercut,5.0,,,,,,,,,,,,,,,,,
